Primary Type,Beat
CRIMINAL DAMAGE,2011
THEFT,1925
THEFT,1135
CRIMINAL DAMAGE,1123
OTHER OFFENSE,1611
THEFT,1524
OTHER OFFENSE,1114
THEFT,1524
THEFT,2515
BATTERY,1914
DECEPTIVE PRACTICE,631
CRIMINAL DAMAGE,1223
ROBBERY,631
ASSAULT,225
THEFT,111
ROBBERY,2433
DECEPTIVE PRACTICE,234
ASSAULT,421
BATTERY,611
ROBBERY,1934
THEFT,921
OTHER OFFENSE,1821
THEFT,332
BATTERY,1111
THEFT,1622
CRIMINAL TRESPASS,332
OTHER OFFENSE,1624
DECEPTIVE PRACTICE,1421
THEFT,334
CRIMINAL DAMAGE,414
DECEPTIVE PRACTICE,1432
DECEPTIVE PRACTICE,1432
THEFT,211
THEFT,731
ROBBERY,1831
BATTERY,823
BATTERY,1722
THEFT,133
ASSAULT,133
THEFT,833
ASSAULT,1233
CRIMINAL DAMAGE,835
OTHER OFFENSE,1633
THEFT,612
BATTERY,1021
BATTERY,232
DECEPTIVE PRACTICE,222
NARCOTICS,1532
CRIMINAL DAMAGE,735
ROBBERY,1811
CRIMINAL DAMAGE,1122
DECEPTIVE PRACTICE,524
BATTERY,1131
ASSAULT,412
BATTERY,212
DECEPTIVE PRACTICE,1213
DECEPTIVE PRACTICE,1624
BATTERY,132
ROBBERY,131
ASSAULT,333
THEFT,2535
CRIMINAL TRESPASS,223
ROBBERY,1931
THEFT,1215
ASSAULT,1933
MOTOR VEHICLE THEFT,123
THEFT,114
MOTOR VEHICLE THEFT,822
NARCOTICS,1134
NARCOTICS,1724
OFFENSE INVOLVING CHILDREN,2531
CRIMINAL DAMAGE,1423
OTHER OFFENSE,1522
ASSAULT,2423
CRIMINAL TRESPASS,2212
ASSAULT,1234
THEFT,2433
BATTERY,624
DECEPTIVE PRACTICE,2532
CRIMINAL DAMAGE,533
CRIMINAL DAMAGE,732
ASSAULT,2514
BATTERY,414
CRIMINAL TRESPASS,424
NARCOTICS,1112
CRIMINAL TRESPASS,1924
ROBBERY,622
ASSAULT,833
PUBLIC PEACE VIOLATION,1711
THEFT,814
ASSAULT,123
BURGLARY,323
NARCOTICS,1133
OTHER OFFENSE,921
THEFT,1211
DECEPTIVE PRACTICE,1925
BATTERY,1233
NARCOTICS,2213
THEFT,1732
BATTERY,224
THEFT,432
ASSAULT,1122
OTHER OFFENSE,1014
DECEPTIVE PRACTICE,1122
MOTOR VEHICLE THEFT,1523
BATTERY,2534
DECEPTIVE PRACTICE,512
BURGLARY,414
ROBBERY,732
ASSAULT,131
MOTOR VEHICLE THEFT,915
ASSAULT,1233
THEFT,1914
THEFT,811
BATTERY,533
BATTERY,2531
ASSAULT,831
ASSAULT,1653
THEFT,1834
BATTERY,2033
CRIMINAL DAMAGE,623
MOTOR VEHICLE THEFT,1413
BURGLARY,723
THEFT,831
CRIMINAL DAMAGE,1723
THEFT,1822
CRIMINAL DAMAGE,2212
BATTERY,1231
INTERFERENCE WITH PUBLIC OFFICER,113
NARCOTICS,1011
WEAPONS VIOLATION,422
THEFT,1821
BATTERY,1112
MOTOR VEHICLE THEFT,331
BATTERY,331
OTHER OFFENSE,2223
THEFT,523
CRIMINAL DAMAGE,1712
THEFT,822
OTHER OFFENSE,1424
BATTERY,431
BATTERY,234
ASSAULT,1013
THEFT,1123
NARCOTICS,1533
ASSAULT,421
OTHER OFFENSE,532
OTHER OFFENSE,421
THEFT,1424
DECEPTIVE PRACTICE,1833
THEFT,1833
ASSAULT,935
ASSAULT,2012
CRIMINAL DAMAGE,623
BATTERY,1632
THEFT,1031
BATTERY,1133
ASSAULT,1631
THEFT,234
ROBBERY,922
PUBLIC PEACE VIOLATION,321
CRIMINAL DAMAGE,834
ASSAULT,511
BATTERY,811
ROBBERY,611
ASSAULT,512
CRIMINAL DAMAGE,1424
SEX OFFENSE,812
BATTERY,414
CRIMINAL DAMAGE,2211
THEFT,1021
THEFT,1133
CRIMINAL DAMAGE,324
CRIMINAL DAMAGE,613
THEFT,2223
ASSAULT,513
BURGLARY,2422
ASSAULT,714
DECEPTIVE PRACTICE,213
OTHER OFFENSE,1033
NARCOTICS,1112
NARCOTICS,1122
CRIMINAL TRESPASS,2513
THEFT,613
BATTERY,1021
DECEPTIVE PRACTICE,2513
THEFT,1711
ASSAULT,1821
THEFT,2512
BATTERY,1411
NARCOTICS,334
BATTERY,334
BATTERY,1624
THEFT,1922
BATTERY,221
ASSAULT,524
DECEPTIVE PRACTICE,131
THEFT,131
ASSAULT,1011
ASSAULT,1021
BATTERY,1624
MOTOR VEHICLE THEFT,1925
BATTERY,1511
BATTERY,421
THEFT,1424
THEFT,1115
CRIMINAL DAMAGE,2424
BATTERY,713
ASSAULT,2422
MOTOR VEHICLE THEFT,511
ASSAULT,1915
BATTERY,531
ASSAULT,1733
THEFT,1033
ASSAULT,524
THEFT,934
BATTERY,1111
THEFT,1013
ASSAULT,1233
THEFT,935
ASSAULT,214
NARCOTICS,1121
THEFT,823
HOMICIDE,2424
BURGLARY,2424
THEFT,2512
THEFT,1613
ASSAULT,825
THEFT,1432
ASSAULT,131
THEFT,1933
ASSAULT,313
THEFT,1923
THEFT,2232
OTHER OFFENSE,331
ASSAULT,632
NARCOTICS,1012
BATTERY,222
CRIMINAL DAMAGE,1134
THEFT,2222
ASSAULT,723
BATTERY,1112
THEFT,1833
THEFT,1624
SEX OFFENSE,1731
DECEPTIVE PRACTICE,1524
MOTOR VEHICLE THEFT,225
OTHER OFFENSE,1421
DECEPTIVE PRACTICE,1433
ROBBERY,1021
CRIMINAL DAMAGE,1111
PUBLIC PEACE VIOLATION,612
OTHER OFFENSE,1422
THEFT,1022
ROBBERY,2512
THEFT,234
MOTOR VEHICLE THEFT,215
MOTOR VEHICLE THEFT,914
ASSAULT,2513
THEFT,1224
BURGLARY,1812
BATTERY,2423
BATTERY,2212
CRIMINAL TRESPASS,622
BATTERY,1133
NARCOTICS,1524
DECEPTIVE PRACTICE,814
MOTOR VEHICLE THEFT,634
OTHER OFFENSE,2515
MOTOR VEHICLE THEFT,1012
THEFT,1623
CRIMINAL DAMAGE,1022
THEFT,1623
BURGLARY,2433
THEFT,123
BATTERY,2521
MOTOR VEHICLE THEFT,1232
DECEPTIVE PRACTICE,1831
OTHER OFFENSE,1512
CRIMINAL DAMAGE,1823
NARCOTICS,1532
BATTERY,1935
ASSAULT,815
OTHER OFFENSE,1712
ASSAULT,1712
BATTERY,632
THEFT,423
THEFT,2223
THEFT,2223
THEFT,2533
THEFT,1623
ASSAULT,131
THEFT,413
MOTOR VEHICLE THEFT,133
THEFT,2512
BATTERY,715
NARCOTICS,1132
DECEPTIVE PRACTICE,1622
DECEPTIVE PRACTICE,2423
THEFT,533
MOTOR VEHICLE THEFT,1935
THEFT,324
CRIMINAL TRESPASS,1125
THEFT,112
MOTOR VEHICLE THEFT,1131
CRIMINAL DAMAGE,531
OTHER OFFENSE,1235
MOTOR VEHICLE THEFT,215
ROBBERY,133
THEFT,2533
MOTOR VEHICLE THEFT,432
OFFENSE INVOLVING CHILDREN,2524
CRIMINAL DAMAGE,212
MOTOR VEHICLE THEFT,1234
ROBBERY,1114
BATTERY,1232
CRIMINAL DAMAGE,2523
THEFT,2023
MOTOR VEHICLE THEFT,2232
BATTERY,621
OTHER OFFENSE,1724
THEFT,424
THEFT,1935
CRIMINAL TRESPASS,1653
ROBBERY,1115
MOTOR VEHICLE THEFT,1214
NARCOTICS,1421
CRIMINAL DAMAGE,431
ASSAULT,1422
WEAPONS VIOLATION,1522
BATTERY,734
OTHER OFFENSE,412
WEAPONS VIOLATION,632
WEAPONS VIOLATION,825
ASSAULT,324
OTHER OFFENSE,1723
WEAPONS VIOLATION,815
ASSAULT,1112
CRIMINAL DAMAGE,1421
CRIMINAL DAMAGE,222
CRIMINAL DAMAGE,824
WEAPONS VIOLATION,1022
MOTOR VEHICLE THEFT,1013
CRIMINAL TRESPASS,1232
ROBBERY,2533
MOTOR VEHICLE THEFT,423
THEFT,332
BURGLARY,2232
OTHER OFFENSE,2234
WEAPONS VIOLATION,1132
CRIMINAL TRESPASS,1011
NARCOTICS,1831
BATTERY,613
CRIMINAL DAMAGE,1133
CRIMINAL DAMAGE,1911
BATTERY,632
NARCOTICS,1112
THEFT,533
BATTERY,522
WEAPONS VIOLATION,1222
BATTERY,833
WEAPONS VIOLATION,833
MOTOR VEHICLE THEFT,833
BATTERY,1131
MOTOR VEHICLE THEFT,1522
ROBBERY,1823
THEFT,322
ARSON,1914
THEFT,123
HUMAN TRAFFICKING,621
BATTERY,924
MOTOR VEHICLE THEFT,322
THEFT,731
OTHER OFFENSE,2512
BATTERY,2234
BATTERY,1111
BATTERY,1223
THEFT,1022
MOTOR VEHICLE THEFT,323
CRIMINAL DAMAGE,212
CRIMINAL DAMAGE,331
CRIMINAL TRESPASS,725
OTHER OFFENSE,114
CRIMINAL DAMAGE,331
WEAPONS VIOLATION,2413
BATTERY,713
WEAPONS VIOLATION,1131
BATTERY,2525
BATTERY,533
THEFT,1031
ASSAULT,321
THEFT,1651
THEFT,1224
DECEPTIVE PRACTICE,1031
OTHER OFFENSE,2532
ASSAULT,332
BATTERY,2512
CRIMINAL DAMAGE,2522
DECEPTIVE PRACTICE,632
DECEPTIVE PRACTICE,1522
THEFT,2521
OTHER OFFENSE,232
BURGLARY,2433
CRIMINAL DAMAGE,631
THEFT,2533
CRIMINAL DAMAGE,1014
ASSAULT,1121
MOTOR VEHICLE THEFT,114
THEFT,434
DECEPTIVE PRACTICE,1831
BATTERY,1653
OFFENSE INVOLVING CHILDREN,1031
DECEPTIVE PRACTICE,1924
OTHER OFFENSE,1934
THEFT,1121
DECEPTIVE PRACTICE,2223
THEFT,1522
DECEPTIVE PRACTICE,611
DECEPTIVE PRACTICE,2211
SEX OFFENSE,524
CRIMINAL SEXUAL ASSAULT,133
BATTERY,221
SEX OFFENSE,2522
DECEPTIVE PRACTICE,524
DECEPTIVE PRACTICE,122
DECEPTIVE PRACTICE,1424
DECEPTIVE PRACTICE,612
BATTERY,1114
BATTERY,2535
THEFT,923
CRIMINAL DAMAGE,614
THEFT,923
CRIMINAL DAMAGE,114
WEAPONS VIOLATION,832
ASSAULT,2424
CRIMINAL DAMAGE,1114
DECEPTIVE PRACTICE,132
WEAPONS VIOLATION,1011
WEAPONS VIOLATION,413
WEAPONS VIOLATION,332
DECEPTIVE PRACTICE,611
ASSAULT,231
ASSAULT,1011
BATTERY,934
THEFT,1622
CRIMINAL SEXUAL ASSAULT,1513
THEFT,1712
BATTERY,624
THEFT,331
CRIMINAL DAMAGE,321
CRIMINAL DAMAGE,533
BATTERY,1014
THEFT,1654
BATTERY,123
THEFT,1633
SEX OFFENSE,1723
BATTERY,631
THEFT,1723
WEAPONS VIOLATION,321
ASSAULT,923
MOTOR VEHICLE THEFT,1923
BATTERY,1122
BATTERY,1532
BATTERY,611
CRIMINAL DAMAGE,1011
BATTERY,733
CRIMINAL DAMAGE,833
THEFT,131
BURGLARY,333
CRIMINAL DAMAGE,1634
THEFT,931
WEAPONS VIOLATION,1634
CRIMINAL DAMAGE,1634
CRIMINAL SEXUAL ASSAULT,214
CRIMINAL DAMAGE,824
ROBBERY,524
THEFT,2511
CRIMINAL DAMAGE,1021
OTHER OFFENSE,633
DECEPTIVE PRACTICE,1022
THEFT,1134
CRIMINAL DAMAGE,833
CRIMINAL DAMAGE,1611
BATTERY,731
CRIMINAL DAMAGE,1522
ROBBERY,2532
CRIMINAL DAMAGE,1135
THEFT,1622
BATTERY,2533
BATTERY,334
CRIMINAL SEXUAL ASSAULT,322
CRIMINAL DAMAGE,1532
ROBBERY,734
CRIMINAL TRESPASS,1414
THEFT,1224
BATTERY,533
BURGLARY,1235
CRIMINAL DAMAGE,324
CRIMINAL DAMAGE,214
THEFT,1824
THEFT,2011
ASSAULT,1133
BATTERY,423
ROBBERY,714
THEFT,223
THEFT,1653
THEFT,213
BATTERY,2013
DECEPTIVE PRACTICE,912
THEFT,321
CRIMINAL DAMAGE,421
BATTERY,1123
BATTERY,422
ASSAULT,1211
DECEPTIVE PRACTICE,614
BATTERY,2512
OTHER OFFENSE,1931
MOTOR VEHICLE THEFT,612
BATTERY,1821
BATTERY,112
OTHER OFFENSE,331
CRIMINAL TRESPASS,1523
BATTERY,1533
BATTERY,223
ASSAULT,1533
CRIMINAL DAMAGE,114
THEFT,1834
PUBLIC PEACE VIOLATION,1224
BATTERY,1023
OTHER OFFENSE,211
ASSAULT,2222
CRIMINAL DAMAGE,1533
DECEPTIVE PRACTICE,1231
DECEPTIVE PRACTICE,2413
DECEPTIVE PRACTICE,2533
DECEPTIVE PRACTICE,1122
THEFT,1824
CRIMINAL DAMAGE,935
PUBLIC PEACE VIOLATION,1711
THEFT,634
BURGLARY,512
WEAPONS VIOLATION,314
ASSAULT,723
CRIMINAL TRESPASS,1821
THEFT,622
SEX OFFENSE,1012
MOTOR VEHICLE THEFT,1434
THEFT,2424
THEFT,513
THEFT,1512
ASSAULT,825
BATTERY,2013
THEFT,524
MOTOR VEHICLE THEFT,1832
THEFT,1235
MOTOR VEHICLE THEFT,1712
DECEPTIVE PRACTICE,1034
THEFT,1935
OTHER OFFENSE,1512
ROBBERY,1724
ROBBERY,934
CONCEALED CARRY LICENSE VIOLATION,1651
OTHER OFFENSE,421
ROBBERY,934
ASSAULT,1033
MOTOR VEHICLE THEFT,2011
BURGLARY,1634
ASSAULT,423
THEFT,725
ASSAULT,421
OFFENSE INVOLVING CHILDREN,2525
THEFT,124
OTHER OFFENSE,1934
OTHER OFFENSE,613
THEFT,2012
WEAPONS VIOLATION,2535
NARCOTICS,1011
OTHER OFFENSE,213
BATTERY,622
OTHER OFFENSE,614
BATTERY,1115
ASSAULT,612
BATTERY,1132
OTHER OFFENSE,1633
BURGLARY,1812
THEFT,622
BATTERY,621
THEFT,623
DECEPTIVE PRACTICE,914
CRIMINAL DAMAGE,1532
DECEPTIVE PRACTICE,921
ROBBERY,2013
MOTOR VEHICLE THEFT,1232
DECEPTIVE PRACTICE,431
DECEPTIVE PRACTICE,2514
NARCOTICS,2535
OTHER OFFENSE,533
ASSAULT,1732
THEFT,1112
WEAPONS VIOLATION,1021
DECEPTIVE PRACTICE,1034
OTHER OFFENSE,131
OTHER OFFENSE,2514
BATTERY,511
THEFT,313
THEFT,331
OTHER OFFENSE,1113
ROBBERY,723
BATTERY,726
NARCOTICS,522
PUBLIC PEACE VIOLATION,1711
ASSAULT,2221
CRIMINAL DAMAGE,921
THEFT,1034
THEFT,1712
CRIMINAL DAMAGE,522
NARCOTICS,2534
DECEPTIVE PRACTICE,431
BURGLARY,611
THEFT,612
OTHER OFFENSE,1032
BATTERY,2511
OTHER OFFENSE,2232
THEFT,923
BATTERY,935
DECEPTIVE PRACTICE,2511
DECEPTIVE PRACTICE,414
OTHER OFFENSE,1234
THEFT,324
DECEPTIVE PRACTICE,1524
OTHER OFFENSE,215
THEFT,421
OTHER OFFENSE,1912
DECEPTIVE PRACTICE,1121
HOMICIDE,2223
THEFT,1431
BATTERY,2531
CRIMINAL DAMAGE,1013
THEFT,2413
BATTERY,1132
BURGLARY,1235
OTHER OFFENSE,224
OTHER OFFENSE,921
WEAPONS VIOLATION,1134
DECEPTIVE PRACTICE,2411
NARCOTICS,1532
OTHER OFFENSE,321
MOTOR VEHICLE THEFT,1225
BURGLARY,131
BATTERY,423
BURGLARY,131
THEFT,1931
DECEPTIVE PRACTICE,2413
THEFT,113
CRIMINAL DAMAGE,524
THEFT,133
ROBBERY,223
DECEPTIVE PRACTICE,1511
CRIMINAL DAMAGE,512
BATTERY,433
THEFT,1624
WEAPONS VIOLATION,825
BATTERY,823
DECEPTIVE PRACTICE,111
THEFT,112
THEFT,1821
THEFT,1422
BATTERY,2511
OTHER OFFENSE,1113
CRIMINAL TRESPASS,1632
ASSAULT,1031
CRIMINAL DAMAGE,835
BATTERY,1132
THEFT,2413
THEFT,1821
BATTERY,334
THEFT,132
DECEPTIVE PRACTICE,1824
BATTERY,1031
THEFT,1833
ASSAULT,313
CRIMINAL DAMAGE,114
BATTERY,731
THEFT,2514
ASSAULT,2511
ASSAULT,2221
ASSAULT,131
OFFENSE INVOLVING CHILDREN,2512
ROBBERY,631
DECEPTIVE PRACTICE,511
DECEPTIVE PRACTICE,1832
THEFT,1222
DECEPTIVE PRACTICE,2412
DECEPTIVE PRACTICE,215
THEFT,423
MOTOR VEHICLE THEFT,1523
THEFT,122
CRIMINAL DAMAGE,1834
CRIMINAL SEXUAL ASSAULT,612
CRIMINAL DAMAGE,223
OTHER OFFENSE,222
BATTERY,114
THEFT,831
NARCOTICS,1132
MOTOR VEHICLE THEFT,1131
MOTOR VEHICLE THEFT,122
DECEPTIVE PRACTICE,132
ASSAULT,731
BATTERY,613
CRIMINAL SEXUAL ASSAULT,932
BATTERY,1121
THEFT,1124
MOTOR VEHICLE THEFT,324
NARCOTICS,735
THEFT,1224
CRIMINAL TRESPASS,123
BATTERY,1833
BATTERY,1411
CRIMINAL TRESPASS,1512
MOTOR VEHICLE THEFT,132
THEFT,234
THEFT,822
OFFENSE INVOLVING CHILDREN,133
THEFT,1424
THEFT,1222
BATTERY,731
BURGLARY,1235
THEFT,2533
THEFT,1833
THEFT,122
BATTERY,112
NARCOTICS,2535
CRIMINAL DAMAGE,2512
OTHER OFFENSE,211
MOTOR VEHICLE THEFT,313
NARCOTICS,1022
BATTERY,1111
CRIMINAL TRESPASS,225
CRIMINAL TRESPASS,1233
OTHER OFFENSE,524
CRIMINAL DAMAGE,2023
THEFT,915
ROBBERY,1031
THEFT,1611
ASSAULT,1722
DECEPTIVE PRACTICE,1823
BATTERY,322
ASSAULT,1112
ASSAULT,211
THEFT,622
BATTERY,612
BATTERY,2023
BATTERY,1011
BATTERY,2532
OTHER OFFENSE,1221
BATTERY,1532
BATTERY,1532
OFFENSE INVOLVING CHILDREN,1013
CRIMINAL DAMAGE,1912
ASSAULT,2232
MOTOR VEHICLE THEFT,1512
BATTERY,723
ROBBERY,1931
OTHER OFFENSE,131
BATTERY,314
ASSAULT,2233
OFFENSE INVOLVING CHILDREN,2521
OFFENSE INVOLVING CHILDREN,333
BATTERY,423
BATTERY,2523
BATTERY,311
BATTERY,1122
BURGLARY,211
DECEPTIVE PRACTICE,211
PUBLIC PEACE VIOLATION,1014
CRIMINAL DAMAGE,2515
THEFT,1621
BURGLARY,1633
THEFT,1934
MOTOR VEHICLE THEFT,323
MOTOR VEHICLE THEFT,825
DECEPTIVE PRACTICE,1654
ROBBERY,1022
CRIMINAL DAMAGE,1224
THEFT,414
BATTERY,513
ASSAULT,1925
CRIMINAL DAMAGE,1634
OTHER OFFENSE,2534
CRIMINAL DAMAGE,215
THEFT,1411
OTHER OFFENSE,1922
ASSAULT,732
CRIMINAL DAMAGE,431
BATTERY,531
BATTERY,932
BATTERY,424
CRIMINAL TRESPASS,423
ASSAULT,1613
THEFT,1832
MOTOR VEHICLE THEFT,1223
BATTERY,331
BATTERY,612
BURGLARY,724
BURGLARY,1915
BURGLARY,614
BATTERY,1934
BATTERY,322
ASSAULT,112
BATTERY,1213
ROBBERY,1011
THEFT,921
THEFT,1424
OFFENSE INVOLVING CHILDREN,221
BURGLARY,2511
BATTERY,622
CRIMINAL DAMAGE,2233
ASSAULT,1524
ASSAULT,2522
MOTOR VEHICLE THEFT,1111
BATTERY,612
NARCOTICS,2521
ROBBERY,2431
WEAPONS VIOLATION,1123
WEAPONS VIOLATION,1123
DECEPTIVE PRACTICE,1134
THEFT,824
THEFT,1214
CRIMINAL DAMAGE,1133
THEFT,112
CRIMINAL TRESPASS,2032
OTHER OFFENSE,214
ASSAULT,2514
THEFT,1012
BATTERY,2424
BATTERY,613
CRIMINAL DAMAGE,1214
BATTERY,423
ROBBERY,632
BATTERY,611
BATTERY,1024
OTHER OFFENSE,931
THEFT,1932
MOTOR VEHICLE THEFT,1011
BATTERY,114
THEFT,2521
OTHER OFFENSE,1623
OTHER OFFENSE,113
BURGLARY,123
INTERFERENCE WITH PUBLIC OFFICER,825
WEAPONS VIOLATION,733
OTHER OFFENSE,2432
BATTERY,424
BATTERY,2525
CRIMINAL DAMAGE,1132
THEFT,131
THEFT,1424
THEFT,1432
NARCOTICS,2422
PROSTITUTION,2535
CRIMINAL DAMAGE,913
THEFT,1424
CRIMINAL DAMAGE,1224
ASSAULT,922
MOTOR VEHICLE THEFT,611
THEFT,2213
MOTOR VEHICLE THEFT,323
MOTOR VEHICLE THEFT,1933
CRIMINAL DAMAGE,731
OFFENSE INVOLVING CHILDREN,1024
MOTOR VEHICLE THEFT,1011
ASSAULT,1121
THEFT,225
BATTERY,621
WEAPONS VIOLATION,1733
WEAPONS VIOLATION,331
OTHER OFFENSE,1723
OTHER OFFENSE,215
MOTOR VEHICLE THEFT,1223
OTHER OFFENSE,1131
WEAPONS VIOLATION,114
ASSAULT,2033
BURGLARY,823
BATTERY,712
THEFT,1531
BATTERY,1434
THEFT,523
BATTERY,1513
OTHER OFFENSE,2424
THEFT,1912
BATTERY,1223
WEAPONS VIOLATION,2535
NARCOTICS,1531
BURGLARY,1122
CRIMINAL DAMAGE,1211
MOTOR VEHICLE THEFT,333
ASSAULT,923
BATTERY,424
ROBBERY,211
ROBBERY,1115
BATTERY,823
THEFT,1731
THEFT,2521
BATTERY,722
CRIMINAL DAMAGE,1232
CRIMINAL DAMAGE,222
CRIMINAL DAMAGE,414
OTHER OFFENSE,324
WEAPONS VIOLATION,2521
CRIMINAL DAMAGE,114
MOTOR VEHICLE THEFT,531
THEFT,815
BURGLARY,1235
DECEPTIVE PRACTICE,433
ROBBERY,825
DECEPTIVE PRACTICE,1914
OTHER OFFENSE,1021
SEX OFFENSE,132
CRIMINAL TRESPASS,332
CRIMINAL DAMAGE,915
CRIMINAL DAMAGE,2221
ASSAULT,1121
THEFT,2423
CRIMINAL DAMAGE,834
THEFT,114
THEFT,622
BATTERY,1424
BATTERY,1113
CRIMINAL DAMAGE,112
BATTERY,414
CRIMINAL DAMAGE,2433
CRIMINAL DAMAGE,1125
BATTERY,1112
WEAPONS VIOLATION,433
CRIMINAL DAMAGE,815
BATTERY,1821
THEFT,512
CRIMINAL TRESPASS,2512
BATTERY,1711
CRIMINAL DAMAGE,314
BURGLARY,1731
ROBBERY,812
THEFT,513
ASSAULT,1433
BATTERY,813
OTHER OFFENSE,1524
THEFT,1434
OTHER OFFENSE,2413
BATTERY,1225
OTHER OFFENSE,523
CRIMINAL DAMAGE,621
ASSAULT,733
THEFT,1915
MOTOR VEHICLE THEFT,725
ASSAULT,2222
BATTERY,812
CRIMINAL TRESPASS,212
BATTERY,1524
CRIMINAL DAMAGE,513
MOTOR VEHICLE THEFT,624
BATTERY,1624
THEFT,922
OFFENSE INVOLVING CHILDREN,1823
OTHER OFFENSE,731
THEFT,1912
BATTERY,1121
BATTERY,921
BURGLARY,1622
BATTERY,332
OTHER OFFENSE,1724
BATTERY,321
BATTERY,133
THEFT,622
MOTOR VEHICLE THEFT,913
CRIMINAL DAMAGE,813
THEFT,1432
CRIMINAL DAMAGE,1812
CRIMINAL SEXUAL ASSAULT,2412
CRIMINAL TRESPASS,124
CRIMINAL DAMAGE,825
BATTERY,1212
BURGLARY,1724
THEFT,815
BATTERY,1522
BURGLARY,2221
THEFT,431
MOTOR VEHICLE THEFT,235
HOMICIDE,222
BURGLARY,524
THEFT,823
OFFENSE INVOLVING CHILDREN,2523
BATTERY,511
THEFT,2013
MOTOR VEHICLE THEFT,1513
OFFENSE INVOLVING CHILDREN,2232
THEFT,2432
BATTERY,922
BATTERY,1621
THEFT,914
ROBBERY,433
BATTERY,632
THEFT,2423
THEFT,212
CRIMINAL TRESPASS,513
ASSAULT,1221
BURGLARY,612
DECEPTIVE PRACTICE,522
OTHER OFFENSE,2423
THEFT,1821
BATTERY,1132
THEFT,1433
THEFT,724
THEFT,512
BATTERY,725
OTHER OFFENSE,833
BATTERY,421
ROBBERY,432
BATTERY,1511
ASSAULT,2534
OTHER OFFENSE,814
THEFT,1824
OTHER OFFENSE,1512
DECEPTIVE PRACTICE,1115
THEFT,131
ASSAULT,111
THEFT,724
THEFT,2411
DECEPTIVE PRACTICE,912
THEFT,513
DECEPTIVE PRACTICE,1021
THEFT,834
THEFT,224
DECEPTIVE PRACTICE,1613
CRIMINAL DAMAGE,1134
OFFENSE INVOLVING CHILDREN,1724
ASSAULT,1221
ASSAULT,821
ASSAULT,1133
BATTERY,225
THEFT,2512
BATTERY,1132
BATTERY,1922
ASSAULT,313
CRIMINAL TRESPASS,1653
ASSAULT,925
THEFT,1935
BATTERY,731
THEFT,2513
OTHER OFFENSE,1031
NARCOTICS,1532
DECEPTIVE PRACTICE,1812
OTHER OFFENSE,1413
THEFT,1112
MOTOR VEHICLE THEFT,1135
DECEPTIVE PRACTICE,914
BATTERY,824
DECEPTIVE PRACTICE,1234
THEFT,912
CRIMINAL TRESPASS,1934
THEFT,1814
MOTOR VEHICLE THEFT,612
CRIMINAL TRESPASS,1724
DECEPTIVE PRACTICE,235
CRIMINAL DAMAGE,332
NARCOTICS,1532
CRIMINAL DAMAGE,1111
THEFT,1822
ASSAULT,633
ASSAULT,1032
OTHER OFFENSE,334
BATTERY,725
MOTOR VEHICLE THEFT,621
MOTOR VEHICLE THEFT,614
ASSAULT,113
MOTOR VEHICLE THEFT,1113
MOTOR VEHICLE THEFT,1822
THEFT,622
ASSAULT,2022
OTHER OFFENSE,322
MOTOR VEHICLE THEFT,424
THEFT,1723
THEFT,1924
ASSAULT,1222
DECEPTIVE PRACTICE,313
DECEPTIVE PRACTICE,1031
BATTERY,1513
MOTOR VEHICLE THEFT,924
THEFT,624
DECEPTIVE PRACTICE,2413
DECEPTIVE PRACTICE,2031
ROBBERY,234
ASSAULT,622
THEFT,412
OTHER OFFENSE,1934
OTHER OFFENSE,323
ASSAULT,821
NARCOTICS,825
NARCOTICS,1132
MOTOR VEHICLE THEFT,1921
NARCOTICS,1112
NARCOTICS,511
OTHER OFFENSE,622
ASSAULT,714
BATTERY,1731
THEFT,332
BATTERY,613
BATTERY,512
DECEPTIVE PRACTICE,132
STALKING,1622
THEFT,2223
BURGLARY,1531
ASSAULT,1231
DECEPTIVE PRACTICE,2232
DECEPTIVE PRACTICE,833
ASSAULT,1513
OTHER OFFENSE,1123
ASSAULT,1523
OTHER OFFENSE,2234
BATTERY,1913
BATTERY,533
DECEPTIVE PRACTICE,1212
THEFT,934
THEFT,224
THEFT,1413
ASSAULT,323
THEFT,511
CRIMINAL DAMAGE,934
ROBBERY,1834
OTHER OFFENSE,213
ASSAULT,2031
WEAPONS VIOLATION,1011
THEFT,1935
THEFT,123
CRIMINAL DAMAGE,2511
THEFT,123
CRIMINAL DAMAGE,1722
CRIMINAL DAMAGE,211
ROBBERY,1824
THEFT,1935
WEAPONS VIOLATION,1122
THEFT,432
THEFT,1814
BURGLARY,711
DECEPTIVE PRACTICE,114
BATTERY,2534
ASSAULT,1424
THEFT,925
OTHER OFFENSE,1821
CRIMINAL TRESPASS,1924
NARCOTICS,331
BATTERY,2031
OTHER OFFENSE,1913
THEFT,723
SEX OFFENSE,2523
BATTERY,1021
WEAPONS VIOLATION,2522
OTHER OFFENSE,1624
THEFT,234
THEFT,1232
OTHER OFFENSE,1724
BATTERY,223
OTHER OFFENSE,1223
BATTERY,1513
DECEPTIVE PRACTICE,611
CRIMINAL SEXUAL ASSAULT,2513
OTHER OFFENSE,824
THEFT,612
NARCOTICS,1012
DECEPTIVE PRACTICE,1724
ASSAULT,722
ASSAULT,2222
THEFT,915
NARCOTICS,1633
THEFT,632
ASSAULT,512
DECEPTIVE PRACTICE,433
BATTERY,1022
THEFT,1422
ASSAULT,2011
ASSAULT,324
